machine,method,submethod,algorithm,iterations,start time,stop time,total time,time per iteration,baseline power,on-load power,total power used,joules per iteration,iterations per joule
oli-ubuntu,signatures,verification,ML-DSA-65,100,1775909631,1775909631,0.591202974,0.00591203,,,,,
oli-ubuntu,signatures,verification,ML-DSA-87,100,1775909641,1775909641,0.581801653,0.005818017,,,,,
oli-ubuntu,signatures,verification,SLH-DSA-SHA2-128s,100,1775909652,1775909652,0.63359046,0.006335905,,,,,
oli-ubuntu,signatures,verification,SLH-DSA-SHA2-128f,100,1775909704,1775909705,0.851792812,0.008517928,,,,,
oli-ubuntu,signatures,verification,SLH-DSA-SHAKE-128s,100,1775909717,1775909717,0.611789703,0.006117897,,,,,
oli-ubuntu,signatures,verification,SLH-DSA-SHA2-192s,100,1775909771,1775909771,0.552674294,0.005526743,,,,,
oli-ubuntu,signatures,verification,SLH-DSA-SHA2-192f,100,1775909784,1775909785,0.83673358,0.008367336,,,,,
oli-ubuntu,signatures,verification,SLH-DSA-SHAKE-192s,100,1775909820,1775909821,0.651899576,0.006518996,,,,,
oli-ubuntu,signatures,verification,SLH-DSA-SHA2-256s,100,1775909843,1775909844,0.615126848,0.006151268,,,,,
oli-ubuntu,signatures,verification,SLH-DSA-SHA2-256f,100,1775909858,1775909859,0.803305864,0.008033059,,,,,
oli-ubuntu,signatures,verification,SLH-DSA-SHAKE-256s,100,1775909878,1775909879,0.629011393,0.006290114,,,,,
oli-ubuntu,TLS handshake,,RSA-2048,100,1775909911,1775909912,1.742656231,0.017426562,,,,,
oli-ubuntu,TLS handshake,,ECDSA P-256,100,1775909921,1775909922,1.467693567,0.014676936,,,,,
oli-ubuntu,TLS handshake,,ML-DSA-44,100,1775909929,1775909931,1.532134771,0.015321348,,,,,
oli-ubuntu,TLS handshake,,ML-DSA-65,100,1775909942,1775909944,1.554267883,0.015542679,,,,,
oli-ubuntu,TLS handshake,,ML-DSA-87,100,1775909955,1775909956,1.609807014,0.01609807,,,,,
